Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B,component_1,component_2,clusters_3_0,clusters_3_2,clusters_5_0,clusters_5_2,clusters_5_3,clusters_5_4,clusters_8_0,clusters_8_2,clusters_8_3,clusters_8_4,clusters_8_5,clusters_8_6,clusters_8_7
9011,53,1.0,13.785426404467799,8.696367092495496,1.0,1,1.0,1977,0.049637257,34,7759,0,1,3,0,1,0,1,0,1,-9.701496,-22.790083,0,1,0,0,0,1,0,0,1,0,0,0,0
1872,30,2.0,52.44905662805961,34.66256588234111,1.0,17,17.0,2016,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,-63.323463,14.93232,1,0,0,0,1,0,0,0,0,0,0,1,0
9205,120,2.0,85.91182654959276,55.619284974220044,1.0,5,1.0,2016,0.341071945,27,5664,48,3,11,0,1,0,1,0,1,4.2322145,-1.6785752,0,1,0,0,0,1,0,0,1,0,0,0,0
5403,34,4.0,99.11258109881224,67.39119453697128,1.0,22,1.0,1977,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,-33.049797,-74.39856,1,0,1,0,0,0,1,0,0,0,0,0,0
6268,1,1.0,45.885992355293865,28.799979103672765,1.0,11,20.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,3.6359444,65.65201,1,0,0,0,1,0,0,0,0,1,0,0,0
7034,45,2.0,59.927502219947044,39.34608980700684,1.0,23,1.0,2017,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,-13.332649,9.380725,1,0,0,0,1,0,0,0,1,0,0,0,0
6553,34,5.0,122.37527320536724,83.82456629578175,0.0,9,0.0,1977,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,-30.384647,-74.88727,1,0,1,0,0,0,1,0,0,0,0,0,0
12389,27,3.0,99.6149063275124,65.95344716652093,1.0,10,16.0,2016,0.072157581,2,629,1,0,0,0,1,0,1,1,0,53.544254,34.71007,0,1,0,1,0,0,0,0,0,0,0,0,1
14462,6,2.0,61.61064227259608,40.400189433498255,1.0,11,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,56.64275,-0.11854515,0,1,0,1,0,0,0,0,0,0,0,0,1
5438,27,2.0,67.06929507059101,43.81877831827751,1.0,5,14.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,5.8668795,73.09911,1,0,0,0,1,0,0,0,0,1,0,0,0
12499,6,3.0,81.72533087449081,54.8620619619069,0.0,10,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,43.336647,11.290473,0,1,0,1,0,0,0,0,0,0,0,0,1
12249,6,1.0,43.28614083958464,27.284084819206438,0.0,12,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,41.923615,12.602239,0,1,0,1,0,0,0,0,0,0,0,0,1
14641,27,2.0,60.56476624780491,38.84667727628058,9.0,13,19.0,2018,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,56.4674,-1.8446077,0,1,0,1,0,0,0,0,0,0,0,0,1
7848,1,2.0,63.82016625789128,41.896261331695634,0.0,3,22.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,15.635266,55.12316,1,0,0,1,0,0,0,0,0,1,0,0,0
10749,6,2.0,65.58257179879305,42.88768857144876,1.0,4,2.0,2017,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,27.042604,25.217903,0,1,0,1,0,0,0,0,0,0,0,0,1
3103,1,3.0,81.68036945315265,54.8339039857691,0.0,6,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,21.66434,85.28792,1,0,0,0,1,0,0,0,0,1,0,0,0
12262,1,3.0,81.38355446385975,54.535703788800376,1.0,8,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,53.028996,37.32328,0,1,0,1,0,0,0,0,0,0,0,0,1
5032,30,1.0,50.738045404446055,31.950986902670778,0.0,5,0.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,-34.818768,3.644927,1,0,0,0,1,0,0,0,0,0,0,1,0
7809,23,2.0,55.76238299788938,36.73760181496292,1.0,2,3.0,1977,0.005767451,1,388,0,0,0,0,1,0,1,0,1,15.078358,54.547688,1,0,0,1,0,0,0,0,0,1,0,0,0
12743,27,1.0,40.407389682443025,25.481210177414855,0.0,9,0.0,1977,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,42.55221,8.652031,0,1,0,1,0,0,0,0,0,0,0,0,1
5132,6,1.0,39.35238606819616,24.70817941295047,1.0,12,1.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,-15.059306,46.380226,1,0,0,0,1,0,0,0,0,1,0,0,0
1619,169,2.0,60.194362501688545,39.51321631728529,1.0,7,17.0,2019,0.17891679600000002,18,3594,4,1,5,0,1,0,1,0,1,-54.875084,37.354614,1,0,0,0,1,0,0,0,0,0,0,1,0
14685,6,1.0,41.10120381868301,25.91572495276821,0.0,12,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,58.015076,-1.1720408,0,1,0,1,0,0,0,0,0,0,0,0,1
5746,62,1.0,44.02135555960434,27.744527526005566,0.0,13,0.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,5.290926,70.443535,1,0,0,0,1,0,0,0,0,1,0,0,0
12578,23,2.0,65.27726764082085,42.696485826092974,1.0,3,17.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,44.32293,11.072769,0,1,0,1,0,0,0,0,0,0,0,0,1
14834,27,3.0,56.310351326127424,38.945430183670155,0.0,19,0.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,69.942955,18.659826,0,1,0,1,0,0,0,0,0,0,0,0,1
8222,6,1.0,44.90071539736364,28.295243953360952,0.0,15,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,6.9657187,33.571003,0,1,0,1,0,0,0,0,0,1,0,0,0
6317,169,2.0,56.214048052190826,37.02046595588159,1.0,9,17.0,1977,0.17891679600000002,18,3594,4,1,5,0,1,0,1,0,1,-12.277116,23.839153,1,0,0,0,1,0,0,0,1,0,0,0,0
3895,21,1.0,36.51481755201242,22.257212446885134,7.0,10,9.0,1973,0.194489265,47,8004,3,3,5,0,1,0,1,0,1,-48.447754,-10.469218,1,0,0,0,1,0,0,0,0,0,0,1,0
12271,6,2.0,62.06888463798274,40.687172745098735,1.0,6,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,42.060318,12.518138,0,1,0,1,0,0,0,0,0,0,0,0,1
11709,63,1.0,51.87244680148408,32.549114171669856,1.0,23,22.0,2016,0.23861713,26,3889,6,3,6,0,1,0,1,0,1,27.134327,4.305772,0,1,0,1,0,0,0,0,0,0,0,0,1
1105,9,3.0,105.35105075828406,69.54582065466938,1.0,11,1.0,1977,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,-64.90885,23.936272,1,0,0,0,1,0,0,0,0,0,0,1,0
11727,6,3.0,77.5642182203554,52.14376920119031,1.0,13,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,35.167442,20.137924,0,1,0,1,0,0,0,0,0,0,0,0,1
3679,30,1.0,43.8437864463592,27.521007408810807,1.0,21,22.0,2015,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,-46.34947,7.8494515,1,0,0,0,1,0,0,0,0,0,0,1,0
1755,52,1.0,39.09860343618078,23.538417391426798,10.0,7,20.0,2016,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,-67.50014,11.371898,1,0,0,0,1,0,0,0,0,0,0,1,0
14320,27,1.0,39.449662718351995,24.881414792865463,0.0,8,19.0,1977,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,55.134876,-0.7807321,0,1,0,1,0,0,0,0,0,0,0,0,1
9596,6,2.0,54.22550297262671,35.77510041287116,1.0,12,17.0,2017,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,17.176262,29.2712,0,1,0,1,0,0,0,0,0,0,0,0,1
7378,23,1.0,42.9949376026249,26.989399092723417,1.0,5,4.0,1977,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,12.13477,57.846573,1,0,0,1,0,0,0,0,0,1,0,0,0
9477,27,1.0,36.619374678263114,22.21037944684853,8.0,16,25.0,2017,0.072157581,2,629,1,0,0,0,1,0,1,1,0,28.192066,46.894287,0,1,0,1,0,0,0,0,0,0,0,0,1
12025,45,1.0,39.35389753557517,24.709125999182056,1.0,17,1.0,1977,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,25.653322,-11.403018,0,1,0,0,0,1,0,0,0,0,1,0,0
2509,30,2.0,66.0999677400509,43.211717975638685,1.0,14,17.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,-55.17477,11.755748,1,0,0,0,1,0,0,0,0,0,0,1,0
12089,59,2.0,76.96561389960654,50.016543005112155,1.0,19,22.0,1977,0.019508796,37,7687,11,5,5,0,1,0,1,0,1,5.6809483,-32.915775,0,1,0,0,0,1,0,0,0,0,1,0,0
10694,23,2.0,54.24733604358449,35.78877380380826,1.0,9,12.0,1977,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,39.665234,43.98512,0,1,0,1,0,0,0,0,0,0,0,0,1
10747,6,3.0,81.45243835606556,54.578843683743244,1.0,14,1.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,27.112297,25.374424,0,1,0,1,0,0,0,0,0,0,0,0,1
1721,1,2.0,64.24332318344045,42.04895773440374,1.0,14,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,32.891487,81.76373,1,0,0,0,1,0,0,0,0,1,0,0,0
5060,53,2.0,55.82525951923271,36.77697947551991,1.0,2,19.0,1977,0.049637257,34,7759,0,1,3,0,1,0,1,0,1,-40.84492,-11.32081,1,0,0,0,1,0,0,0,0,0,0,1,0
16055,62,3.0,108.21890113362416,70.33104281994459,10.0,4,17.0,2017,0.072157581,2,629,1,0,0,0,1,0,1,1,0,75.53011,10.4622345,0,1,0,1,0,0,0,0,0,0,0,0,1
4118,1,1.0,44.242396091690004,27.770644554334005,1.0,2,22.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,12.665839,83.741394,1,0,0,0,1,0,0,0,0,1,0,0,0
16515,27,1.0,52.6927436788185,33.17515521693348,0.0,8,0.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,77.729416,7.441999,0,1,0,1,0,0,0,0,0,0,0,0,1
5896,62,1.0,41.27411424374711,24.900873906007682,10.0,3,8.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,5.204097,69.24738,1,0,0,0,1,0,0,0,0,1,0,0,0
8911,52,2.0,66.50924798994932,43.46803779755085,1.0,19,17.0,1977,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,-5.974938,-13.1462555,0,1,0,0,0,1,0,0,1,0,0,0,0
4766,53,1.0,42.784235654905906,26.85744284580145,1.0,20,22.0,1977,0.049637257,34,7759,0,1,3,0,1,0,1,0,1,-42.533054,-11.112533,1,0,0,0,1,0,0,0,0,0,0,1,0
6605,23,3.0,82.91245237864592,55.493206236908094,1.0,25,25.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,-4.955548,40.92606,1,0,0,0,1,0,0,0,0,1,0,0,0
9696,1,1.0,48.8352688217844,30.647021610239413,1.0,2,1.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,31.011532,48.376865,0,1,0,1,0,0,0,0,0,0,0,0,1
16786,23,1.0,44.66916066224369,28.037914276608394,1.0,7,25.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,66.179085,-10.876218,0,1,0,1,0,0,0,0,0,0,0,0,1
6552,9,2.0,63.128806399058426,41.35096963514456,1.0,14,18.0,1977,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,-20.046137,5.053256,1,0,0,0,1,0,0,0,1,0,0,0,0
5857,26,1.0,56.68845982053818,35.56523723081332,1.0,8,20.0,2013,0.0,36,6714,2,0,2,0,1,0,1,0,1,-30.614305,-3.772349,1,0,0,0,1,0,0,0,1,0,0,0,0
7134,30,2.0,64.22692249579332,42.0386864805673,1.0,16,17.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,-15.298246,-7.703922,1,0,0,0,1,0,0,0,1,0,0,0,0
8069,23,1.0,44.904578645553904,28.185349427881814,1.0,20,25.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,6.325899,34.241356,1,0,0,1,0,0,0,0,0,1,0,0,0
12212,27,2.0,69.23909060261579,44.166829881824626,10.0,16,16.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,52.423405,35.265102,0,1,0,1,0,0,0,0,0,0,0,0,1
5399,1,3.0,88.01116413692017,57.675549305345186,10.0,18,22.0,2016,0.007122317,1,264,0,0,1,0,1,0,1,0,1,3.7716682,74.98206,1,0,0,0,1,0,0,0,0,1,0,0,0
13706,23,3.0,81.00345522474205,54.29765914994038,1.0,5,5.0,2017,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,64.59431,28.573063,0,1,0,1,0,0,0,0,0,0,0,0,1
16000,27,2.0,66.92923086029376,42.49560677775051,12.0,4,17.0,2018,0.072157581,2,629,1,0,0,0,1,0,1,1,0,75.35678,10.761957,0,1,0,1,0,0,0,0,0,0,0,0,1
16378,53,2.0,57.761731963685826,37.98973350463134,1.0,19,19.0,1977,0.049637257,34,7759,0,1,3,0,1,0,1,0,1,38.66781,-52.90553,0,1,0,0,0,1,0,0,0,0,1,0,0
9887,1,2.0,53.6583502346005,34.40908418708225,10.0,10,17.0,2017,0.007122317,1,264,0,0,1,0,1,0,1,0,1,33.09953,47.199593,0,1,0,1,0,0,0,0,0,0,0,0,1
8908,22,2.0,67.12119392642221,43.85128099947798,1.0,15,17.0,1977,0.118537385,30,6207,1,1,0,0,1,0,1,0,1,-1.8436445,-9.921571,0,1,0,0,0,1,0,0,1,0,0,0,0
256,6,1.0,38.87052458458938,24.406404163118413,1.0,9,1.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,-40.728127,59.637493,1,0,0,0,1,0,0,0,0,1,0,0,0
7234,62,2.0,64.2974488343626,42.195168950700634,0.0,8,0.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,8.420899,57.40323,1,0,0,1,0,0,0,0,0,1,0,0,0
7981,23,1.0,32.243370796822255,20.256018506623604,1.0,13,12.0,1977,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,17.040773,54.903397,1,0,0,1,0,0,0,0,0,1,0,0,0
9224,27,2.0,54.23672994035762,35.78213152265502,1.0,13,17.0,1977,0.011654127,4,915,0,0,0,0,1,0,1,0,1,25.599709,46.90386,0,1,0,1,0,0,0,0,0,0,0,0,1
2464,88,3.0,87.87171565707352,58.59904259392166,1.0,12,1.0,1977,0.127375905,43,8429,3,3,9,0,1,0,1,0,1,-58.55808,-11.31774,1,0,0,0,1,0,0,0,0,0,0,1,0
5551,30,3.0,86.69855297322044,57.86432634442305,1.0,9,12.0,2014,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,-30.879026,-0.27438894,1,0,0,0,1,0,0,0,1,0,0,0,0
12187,23,2.0,67.02750998541055,43.7926095852524,1.0,2,17.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,41.937992,13.385789,0,1,0,1,0,0,0,0,0,0,0,0,1
9203,6,2.0,67.58035152546344,44.13883749419053,1.0,13,1.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,14.728698,30.317009,0,1,0,1,0,0,0,0,0,0,0,0,1
15412,23,2.0,52.74380771589729,34.95947352035158,0.0,4,3.0,1977,0.005767451,1,388,0,0,0,0,1,0,1,0,1,73.99878,15.48707,0,1,0,1,0,0,0,0,0,0,0,0,1
10685,1,2.0,54.51040907368143,35.953528473111454,1.0,4,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,39.621254,43.48361,0,1,0,1,0,0,0,0,0,0,0,0,1
940,27,1.0,48.67477878990234,30.54651156510311,1.0,7,17.0,2016,0.072157581,2,629,1,0,0,0,1,0,1,1,0,36.65942,74.892365,1,0,0,0,1,0,0,0,0,1,0,0,0
14959,1,2.0,64.11244079029989,41.96699005648732,1.0,13,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,72.43669,18.950747,0,1,0,1,0,0,0,0,0,0,0,0,1
3288,34,2.0,57.21075802605213,36.63384957141308,10.0,22,25.0,2017,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,-38.067905,-73.23081,1,0,1,0,0,0,1,0,0,0,0,0,0
3146,1,3.0,83.0531208131697,54.570476968989006,10.0,7,17.0,2017,0.007122317,1,264,0,0,1,0,1,0,1,0,1,21.343136,85.2985,1,0,0,0,1,0,0,0,0,1,0,0,0
1320,23,2.0,54.350504892039226,35.85338532823282,1.0,4,3.0,1977,0.005767451,1,388,0,0,0,0,1,0,1,0,1,35.125427,78.8552,1,0,0,0,1,0,0,0,0,1,0,0,0
16482,95,1.0,43.54258277775217,27.332372675725576,1.0,20,17.0,1977,0.0,7,1660,39,1,5,0,1,0,1,0,1,64.931564,-10.143403,0,1,0,1,0,0,0,0,0,0,0,0,1
5017,27,2.0,57.33114767051465,37.83238556658377,0.0,4,17.0,2018,0.011654127,4,915,0,0,0,0,1,0,1,0,1,8.11165,74.79202,1,0,0,0,1,0,0,0,0,1,0,0,0
13978,30,1.0,39.877152334710296,25.036824628574237,1.0,18,17.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,27.921476,-36.19745,0,1,0,0,0,1,0,0,0,0,1,0,0
3630,23,3.0,68.58456116516244,46.52008201425508,1.0,4,4.0,1977,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,16.65785,85.471596,1,0,0,0,1,0,0,0,0,1,0,0,0
13945,1,3.0,74.9742546317069,50.52175346511181,1.0,9,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,65.62215,26.602068,0,1,0,1,0,0,0,0,0,0,0,0,1
10663,6,2.0,73.69526062178441,47.968419818202236,1.0,17,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,26.387451,25.572556,0,1,0,1,0,0,0,0,0,0,0,0,1
14803,6,2.0,62.75938238886457,41.11961056876775,1.0,12,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,58.544296,-1.8318567,0,1,0,1,0,0,0,0,0,0,0,0,1
7621,27,2.0,59.458718996718005,39.052505075460914,1.0,13,13.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,9.97136,55.773895,1,0,0,1,0,0,0,0,0,1,0,0,0
8205,1,3.0,75.5416718249385,50.98942362487454,0.0,15,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,18.914938,53.804585,0,1,0,1,0,0,0,0,0,1,0,0,0
10387,1,2.0,65.12320444149329,42.60000071149324,1.0,9,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,37.06372,44.813328,0,1,0,1,0,0,0,0,0,0,0,0,1
15028,27,2.0,42.40873386310217,28.374615892833198,1.0,9,1.0,2016,0.072157581,2,629,1,0,0,0,1,0,1,1,0,70.869225,17.528927,0,1,0,1,0,0,0,0,0,0,0,0,1
14806,58,2.0,70.89480810743805,46.21458124444038,1.0,7,1.0,1977,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,39.48448,-30.75397,0,1,0,0,0,1,0,0,0,0,1,0,0
14926,23,2.0,64.9370542179923,42.483420465687274,1.0,8,17.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,59.3677,-2.2907922,0,1,0,1,0,0,0,0,0,0,0,0,1
7351,6,2.0,52.91781737788504,34.95613653947517,1.0,3,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,0.7059086,37.11677,1,0,0,0,1,0,0,0,0,1,0,0,0
12024,25,1.0,44.92546058227112,28.198427152257388,1.0,27,1.0,2013,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,-17.926035,-74.955025,0,1,1,0,0,0,0,1,0,0,0,0,0
5042,58,1.0,47.7695512582566,28.74414141601768,12.0,11,0.0,1977,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,-32.086807,10.496416,1,0,0,0,1,0,0,0,0,0,0,1,0
13289,1,1.0,42.54116814557532,26.705217028113662,1.0,14,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,61.615845,31.108997,0,1,0,1,0,0,0,0,0,0,0,0,1
11333,74,1.0,51.228480917441026,32.14581784658113,1.0,6,6.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,33.24283,22.695028,0,1,0,1,0,0,0,0,0,0,0,0,1
2867,27,1.0,47.98972723597618,30.117484529602155,1.0,4,12.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,23.178816,83.39648,1,0,0,0,1,0,0,0,0,1,0,0,0
7055,1,2.0,63.19174818451684,41.39038816863973,1.0,6,20.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,7.8186846,60.494896,1,0,0,1,0,0,0,0,0,1,0,0,0
3444,9,1.0,43.35503708226897,27.214918488091115,1.0,9,18.0,1977,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,-45.84303,16.687073,1,0,0,0,1,0,0,0,0,0,0,1,0
9665,74,1.0,47.60704077083561,29.877819589460593,1.0,9,9.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,17.652052,29.570482,0,1,0,1,0,0,0,0,0,0,0,0,1
11533,94,2.0,48.7134434737855,31.761494725292906,6.0,5,12.0,1974,0.521867054,25,6149,0,0,0,0,1,0,1,0,1,12.347722,-23.922121,0,1,0,0,0,1,0,0,0,0,1,0,0
2314,6,1.0,40.060486608886976,24.14081568352507,10.0,8,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,-30.704288,54.746754,1,0,0,0,1,0,0,0,0,1,0,0,0
13437,62,2.0,73.72538133144033,47.987283506193016,1.0,7,1.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0,60.42446,28.86085,0,1,0,1,0,0,0,0,0,0,0,0,1
14557,148,2.0,61.91799412891511,39.58184894319762,10.0,10,17.0,1977,0.313924552,22,4625,11,2,10,0,1,0,1,0,1,44.714523,-23.004118,0,1,0,0,0,1,0,0,0,0,1,0,0
2559,23,2.0,73.86846010493733,48.18920336844235,0.0,9,0.0,1977,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,-29.33484,54.38517,1,0,0,0,1,0,0,0,0,1,0,0,0
11110,6,2.0,68.78647693082121,45.006511258394596,0.0,4,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,30.998262,23.120108,0,1,0,1,0,0,0,0,0,0,0,0,1
16057,6,3.0,78.79039686733063,53.02400170313319,0.0,3,17.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,63.532234,-8.233719,0,1,0,1,0,0,0,0,0,0,0,0,1
16709,1,2.0,72.16094088824934,47.00752184925885,1.0,13,12.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1,79.88367,7.2431626,0,1,0,1,0,0,0,0,0,0,0,0,1
