ID,price_predicted
5473,288826.7924687797
12833,109224.49738599481
2009,70091.81943224298
2311,167149.80479921118
10168,111683.71809988222
12392,140536.15817869364
6858,209205.2077904121
16140,108180.37997614598
7289,155685.04276817618
7330,210788.05055759143
13943,167323.5472750062
5139,261913.46941527617
14968,216462.2914974708
7286,141091.14363693362
3250,212162.06985891462
7491,254673.4646978888
4669,214347.7536420806
3986,127655.38020284688
1407,175836.40753548406
8432,175996.50405017112
6105,187434.0469808064
5892,243361.94106582654
12995,175689.89256270035
11547,283352.4419332018
16123,369244.09743744537
8756,112150.09116459951
13954,226312.03539835248
763,213821.68507261816
13494,239608.81068460576
7021,212660.24787924078
6897,204214.5197805476
3594,212376.61923179773
2203,144409.1103882304
13270,232355.20258492907
6290,230099.5550073446
7228,242665.15140486773
10159,191800.16857427062
7264,163187.38794371302
2139,264255.82033768995
13151,175407.84206919133
10301,204157.04637636934
7609,116216.3099406847
1723,142764.37679381587
12053,147288.68655708074
16240,183950.39187652525
8301,214156.27169539125
16132,146601.78740434654
8318,184262.6696454991
7565,163868.25427270983
7960,138054.40567502019
8436,187067.5102945595
648,215938.60786757796
6849,438754.0242676908
2759,128627.3873434484
13027,122787.29977351754
2493,130502.63966079992
4001,200699.90987840566
13504,211409.1440301145
11890,212759.58814343103
11418,212860.3073332043
12575,170372.19519070178
8920,163714.28811764173
802,254935.39165362637
1695,167292.52827844638
8152,132510.40535197288
9448,167051.76943850622
14935,156302.46335816087
9366,196029.64040484454
11011,137676.46174216206
16321,160497.52968091666
11188,256186.5767564838
3731,242367.13203734567
12937,178310.4760896406
5196,211280.95589424286
6345,125693.13453895498
11950,95955.58649766147
6765,138831.1998549136
16036,189182.32226001602
375,208881.22155874237
16353,272030.9944413272
15742,185719.95992262923
12580,185659.71298796148
9028,194725.66815929848
10670,211930.78084875926
932,125524.06651592735
6334,193940.49173265113
5099,133009.75483026635
2308,219907.9436821219
8169,259843.43922237065
3341,223115.63447024257
7693,68950.96337534366
8010,229393.66379452895
605,259470.58795985804
14296,209566.70603872093
2508,210633.18140496698
7200,380681.28509265085
1649,68832.88141545438
10978,212880.76601362592
16751,165877.81491459825
10133,134804.9932340199
15627,131816.9129960216
14923,103466.89487884605
8316,130883.10076909399
11147,244527.69472586614
6505,192351.29599972386
5873,164115.24253750636
13900,254708.94070682977
9898,111544.41454143339
3509,440764.18571947963
10228,104820.78328109677
11462,183972.42871467315
54,256805.44010479038
699,184900.25710033812
13995,196237.5765499674
8971,124228.65461062494
14015,197413.46343267206
5659,180591.98181156485
14766,131772.62533149385
3685,406241.42374737887
10994,216034.01815039947
13564,239451.5596093541
3196,304581.44909479364
1529,129674.24569403705
3798,179807.2790774985
15581,187213.10949376
13169,112156.8336661646
3770,147106.04202948342
16545,261782.85389257013
8539,191785.35324380957
15453,150586.1268307515
9710,165793.6863695561
3379,309426.67015448643
8954,197491.3861521922
933,198426.59695357413
8155,246606.0905293459
6771,188122.98403271582
16477,185457.61689070333
5505,132592.0618454866
6941,107752.41272645479
2007,213427.80374269292
6442,143653.79244638325
14013,184587.59382880674
4110,201404.6293983909
13293,120616.45340225795
2780,191388.1113096638
8186,193574.5439059299
7031,132397.0409869679
632,139783.6076017906
10905,200904.2273787452
4270,149799.45280299865
1781,213492.79107264784
16492,188545.81923447325
9895,214702.01214577653
3423,203498.9574071432
12055,266422.80205495516
13089,74366.06711284132
3204,242794.9805320527
863,324996.4828846175
3289,122835.91839218576
15208,343168.28854964976
5571,229312.52331835867
10689,165066.9613588392
7348,264061.9903455726
164,136437.91758756922
10617,199749.89011755024
1415,102772.94505584358
9285,233498.34782289606
16384,168816.64876588096
7791,113264.93053196536
5553,273675.23211055994
9433,69136.1642562969
8047,170945.0499390261
12954,146224.82931271644
163,294675.029067535
1590,214129.67613972825
11216,183373.6821281669
8673,141852.5676526836
11608,107339.10921829475
14354,244970.40809231752
15936,211713.45998731453
9702,198979.46470824163
5728,199865.15870836985
10793,243577.9262236257
13529,180689.49323776847
746,219104.39027883674
5484,181447.75573439666
15608,215189.4018813606
7382,224292.10002258437
3242,128259.26635203477
6626,212190.50248186992
796,240364.09227958572
1814,147579.29798255148
13672,185885.77349915498
1095,149762.85305424494
15950,86075.22094279676
2198,483877.6635804773
10350,213133.2949362022
14494,172603.3034296524
3325,193926.4911314171
16531,231617.48345912027
11228,209860.1150625449
11761,211492.34991072703
10339,255859.49907986497
12203,132588.68636281745
2786,178490.25193190904
1871,164138.57976980807
1593,226591.2347977483
381,177710.08837038427
146,281287.99499286525
5308,126411.62793006405
12609,115677.38790921826
4353,163444.95712597514
14857,208343.59106818077
5160,247149.88850488912
6642,173511.3433288839
8986,147919.29246046074
7664,195448.62254329768
11116,256755.53818654508
1908,179703.75434798756
3658,179632.4511220797
1324,203526.81567016736
8792,254646.28884774953
16382,122577.80489141529
8373,233629.2191866521
11486,186311.28546659253
3540,336661.4241619481
4709,176110.67361791022
14733,188352.64322186838
10609,147772.83945696228
3616,176184.1284842296
2569,127605.42105493463
3375,185577.6421572102
10692,192627.68267203617
11088,198100.57307763954
6245,179617.93104125743
3285,123961.30225711042
14130,159246.6677369684
14997,185687.32489441748
4755,181558.948399529
7939,151269.61246585404
12713,208846.36518259387
13101,105160.91673978038
16138,388763.7428245291
14622,173739.72583085365
2873,212750.93922712264
512,211369.9042104624
16464,114109.83960064214
5848,147094.1195044954
12235,191261.3012835857
11342,107727.83347769448
6679,220012.32534864836
7636,153786.51520956107
3028,136740.40383764904
13801,120216.10184892511
1161,129970.50190593461
14593,192777.87701782034
9583,115207.96157260671
8534,131927.2863258398
7227,205523.7763948001
1929,252579.70095738673
1966,143620.7599667017
5268,106910.51289703936
15419,145511.2279549189
4342,141688.416823531
11464,283629.54136906
14350,196416.66145421247
13014,345008.14079883246
5912,233510.31108191833
5881,171694.93509299125
12103,212361.406809677
3990,205615.14312800366
11689,130507.66889968136
618,159999.27006189374
6909,215234.122745918
11871,407430.7134859508
14869,157931.62606781223
2268,129557.65110139136
12512,127556.38958672492
4334,69135.38059118048
3715,212255.94295258925
5929,146764.2592526287
6741,163190.2739802325
2202,150416.85679099985
15490,198962.29600507364
12795,201770.44780916552
2662,127962.40777237872
12845,212937.98815380942
14107,131620.2203574742
6274,121027.72606484607
4428,124936.47939421372
3190,187435.76923689002
3386,158004.2429589827
5506,240760.10996781732
15231,143691.01519505016
4198,97659.42044855823
1139,181296.69810017265
15030,115565.5721636086
2122,127624.19677758797
5694,123562.33797799144
3303,252053.28306497663
14523,214182.59424660116
1406,250158.26426775102
2143,146469.7581883547
11089,131872.37089600076
16693,177355.16324171546
14701,147898.17777276214
13689,186420.78651597095
15217,166005.70270896293
15077,264458.169271149
5856,211091.10033952876
12829,210492.7847227305
6218,149771.50450165255
16053,317518.24020566506
11336,75545.66081911967
9942,315012.11504247395
10266,207059.06499097287
6760,256286.5555901841
7551,134180.98855941024
6954,171074.50255880377
30,168888.83919417378
6991,361932.3585169858
1506,313928.8099854522
4302,158929.37372334232
8170,233451.88579683696
13238,267136.773835952
14734,107853.45186893074
11259,143741.02380328352
6174,132650.94482723958
14057,187806.81271808155
15095,210870.45413392433
15289,174399.98411898964
11174,213397.73471097392
13967,179633.17844649495
16392,205992.82984251025
7261,233253.91492468788
16105,233059.86351420797
2984,146604.83083748995
5894,210266.35656578743
6887,173459.94706967194
9133,212966.3597932141
10750,98549.07939581116
1425,162566.53461804145
2580,205427.71017558794
1052,144669.14176986844
2746,416995.84334148065
2291,369419.52695474145
9928,147238.04014173523
1226,282122.00451936066
15299,126332.86164041935
10173,211978.03862152676
3077,102597.07517824443
5549,203683.4092578064
5635,73817.24497470046
186,273765.43950225535
4839,132609.2394611068
15243,269896.0144309974
7529,116613.39966767738
13618,93959.1639487223
9678,201306.8649947219
4181,149821.2626513015
15871,300593.97656056745
12769,148887.2630132917
4398,212144.58080086287
8250,111801.46823442494
1186,200121.6874504213
7306,190958.37708103366
7237,129284.23283507288
10691,237664.5311392252
914,213041.71385861552
8099,148593.59741360001
6187,396974.11829926615
3830,124534.66858982813
11895,193282.96271108615
3102,127329.59091388146
12351,125327.55589113865
6785,176832.28746982242
15888,147364.2902467289
13734,151869.64071693167
12325,212412.14115611766
9515,190070.26919514802
16190,278442.00755192264
5839,125383.4310122729
4659,168886.73659983213
10395,133607.56109865173
16128,198394.9108083626
11475,145299.4938297428
7169,134205.55741883413
450,207759.68716732363
10865,159972.4565873656
12042,338753.4570678912
2850,200722.55041603197
6723,197191.48614683805
8697,492613.48776213883
10758,432966.6955998434
13805,98536.04005081355
10486,131427.4304208637
4722,409894.4868968098
4200,199126.90920932888
13132,186111.16080105695
14157,212041.24572487897
2991,429587.0826930778
10857,110122.00538018793
10397,208530.30014849233
10577,165150.19395090052
9546,113963.27352311391
14106,198070.71238860625
123,249583.89715153887
4618,134862.25385300667
11082,147144.21460181425
13134,281409.31572209345
11544,191809.02426062123
15472,217317.67073840206
4064,209154.0368664312
13257,125257.50220867229
2029,219280.75043380738
8207,94381.0854576085
6406,206100.3247797818
11005,220947.42786736347
9621,120028.89377116597
1234,209548.02269670996
13218,223645.75376022796
3344,166598.2584565796
13592,257779.3333074498
2349,106571.45000655031
87,74470.19483951232
12513,215241.3408258604
11906,389623.22029348643
15889,210275.59134016954
11080,248123.79059230452
5836,195931.86527267267
15618,134483.3150874743
4052,348404.0216532584
1158,211025.2341958686
5860,160483.80110169618
10880,311328.37064111023
7343,186017.40973827214
11189,125497.45585943354
1616,128081.19682465316
6932,113410.72904553107
10136,145814.94142097258
8651,143173.03314408826
13842,117851.77743471552
12668,198627.81899505132
11298,189059.2755382702
14801,212461.82202579745
1738,248257.86805737097
11797,92953.87410166101
9835,173617.93883500702
6828,147228.54085041763
14037,206508.82799244463
10255,214610.35699527667
13980,169473.8687428346
4391,137063.6986324649
11971,284793.76264792844
9322,248642.3819329672
5546,211751.24831431615
12958,191453.2608257699
6810,192975.95745702024
4190,142682.13971361623
8088,243060.36700261175
3010,256905.6194281959
12886,131892.6221018125
6144,253876.12311855
987,416864.0645055536
5319,146851.765721944
14764,144800.0051866504
14233,131898.90261965434
7438,191356.83644032816
364,170234.08269364928
1228,195539.04312895137
7607,221600.80441404684
16520,215353.24293927112
10823,131693.2033412445
11027,125384.98582617818
7076,194912.45419166246
8265,114318.07461046487
2848,173808.8439554252
13631,154737.0525586034
8174,123677.61621640073
11148,135776.97220891315
14676,144726.2956044279
10107,254394.5179098931
10785,402920.2938761551
5968,69265.0554855533
882,142573.82519027995
624,174150.62433820256
15314,118368.24463866564
9199,173249.3284995726
5652,161268.11569994615
15818,175013.73400318826
13638,355996.79290129954
6918,218620.78480906284
1655,321666.28396750026
9398,242263.51064621974
7732,201073.86478820338
5925,122260.45914707532
9485,241383.94414882187
12102,207973.37289324004
10571,272689.38148724264
2733,143835.28621373713
4572,143636.25905298584
9888,308371.06218432984
9473,148144.11640260427
7141,147014.78004034338
15315,133087.0758723373
8516,132300.69014829592
9415,164938.73390731437
10798,120030.77893202777
13666,132413.53244006858
9991,235204.39502639638
10974,173175.97502877007
15565,144366.98543665043
14341,304984.229818702
15526,292533.26587110234
9391,206165.04412641976
13904,146588.2937187367
16525,81468.77663315964
11877,213120.43587476364
16783,322923.52773400064
13608,210934.3712782796
3980,207924.49338007753
12408,220573.05084091966
2316,75576.45557708123
3340,171863.4100000039
2558,147984.33707986664
3068,237283.29540785626
14089,162789.47741914293
16602,192234.8390678262
7467,116809.15941594161
13224,240053.34078966323
11299,187411.7308831732
4033,143867.61113646976
15017,168194.93288355347
13000,197884.18225947488
2966,238293.28171864644
5825,288839.2164114817
15561,148336.77318548455
1957,185064.51161169578
3493,174701.83459496853
11545,174647.15513291222
6726,146941.61089000982
9553,161687.21259621013
6683,241230.25567295752
15857,273806.90576817817
264,223037.7631784029
2472,214164.52074757084
16221,132108.57012936388
3744,214591.7570743295
12659,248872.83352157884
8211,437289.0332443227
7147,327216.3508649132
7338,125344.74848983776
6466,129846.0304221822
5782,164213.63415317025
6526,110279.50658345781
6052,137119.08784617335
15151,376076.51372161834
1385,144440.39379677395
8352,186594.1278073874
79,201946.56864052507
4559,395592.98385576985
2127,203603.07927867182
5919,112004.96071998231
7696,157978.45116061176
12287,285425.0321902283
7415,215933.48154533684
14496,183714.4179750918
3570,148353.6494956247
11016,68923.33896605766
7751,207339.11846069538
7913,405705.26011353894
11946,145213.74794712628
15988,147550.0565129378
13937,185881.7069627049
3466,108059.61794177382
2799,191963.0193125488
15790,141002.19831845316
13261,215097.69083165043
9986,206601.01778273872
13249,506025.2759323392
13553,290278.7356864618
13168,201435.5510950271
14224,212497.5511712711
11844,233621.25583805653
14578,142804.2205516506
6770,239126.03289513037
1003,131350.7190914087
14134,184509.80326960486
14712,331977.5672991541
7602,212712.15366906056
3009,137784.9919526957
16708,165783.40475684407
15599,194529.4342260434
6206,395052.0492078218
10523,186970.83410891355
7221,194955.00178732307
6724,178250.86493208003
14298,132377.96455332066
15218,172769.2820778159
14572,211235.40930308367
10673,171519.7286697719
13015,212535.732848522
5040,400031.4786851119
3937,206474.50053118783
37,123700.47058796219
960,145852.94258114634
5905,135610.52025897565
8146,240981.29117859725
11286,213069.18586113767
8275,148292.53595887413
6594,117519.00411015697
15777,110730.58801160203
2330,250974.88788528088
16721,98055.75869076753
1474,166544.79176163077
12716,482663.52447391505
16394,110354.55038277767
1097,78615.09116109143
2903,420365.9425113357
1556,272316.36147982697
12127,215375.31080890071
8999,244009.1409364381
7239,134769.2507798802
9095,194726.35106127904
12482,228181.72349346481
1254,145169.17675941694
13845,123573.37958691023
4483,123901.1884132741
1438,159679.22320835502
10260,200441.71014438945
4392,156812.07689560496
1551,211456.1616795566
16117,177947.92841367968
2800,351863.31594264857
2506,152392.96412219724
12457,168894.5175704453
10746,132859.55415484932
6797,215841.98320593752
384,138695.8780860977
16012,80133.33513800881
1110,123439.48998344044
6000,70851.92349646478
5312,125344.74848983776
3862,212978.29724063404
8376,233809.48367289436
12526,194448.37741076667
3268,214607.66248086508
12695,212498.55356015914
14761,280837.1234413362
15771,238435.6307944368
12598,258212.20904930684
9874,121098.29411108147
7582,216220.01702242735
16604,448041.55907760357
13932,189958.2576696188
14040,205057.73572167632
1343,146299.33551010396
6257,125707.90874221869
2161,230694.2154075277
2444,220794.38038484828
9033,144162.24248537215
9219,243701.9940624707
15530,206249.1837506534
13771,149399.94232648727
9820,117851.77743471552
13661,205315.8814408391
10264,106172.25275751753
6924,211564.94253649723
16487,113991.20792048043
7810,288809.11064272915
5688,398724.65007426514
7883,212620.89741196684
1613,226502.21339436088
877,130885.79196536721
5170,277198.32933550584
11318,214465.8922433059
11280,157966.85569171852
8796,133907.78659774057
8672,147840.5596025754
16756,129716.7443764021
8558,152021.75361486664
6060,251469.61117160998
5608,177171.05094673124
1711,212898.35929068137
11430,190249.0635579737
4651,273934.2255625163
13827,67979.71989248742
9038,213379.8123276081
5184,242004.94400205184
13475,150142.00741750197
6948,265581.6619016229
12064,199657.76017149602
14202,149167.20795054047
13756,141262.996485155
918,162294.39290853133
8919,288953.80490080814
13254,107707.6805339856
7271,278671.3157572018
11373,211436.27686098532
9977,198775.14198467124
11817,225909.65273158974
2573,205752.3470897245
6543,219189.53383027206
14652,192640.58454049248
9236,209894.53677806075
13059,204494.5557295353
5893,190156.6901565238
3409,173937.34940919362
10011,159768.1124171148
6681,190904.37761541957
2924,230070.10457349298
12032,211547.37829053975
2974,166706.92371516858
15984,234939.96776396007
13762,147227.71715987104
3691,183728.72248599902
14925,195110.9086452994
11509,120580.7744467869
9074,192158.071333678
8684,174081.78522240717
14199,120374.6935170339
834,293264.9022140783
1484,188479.8719814265
6560,235821.48124175036
265,167023.45018163678
641,190538.50762290388
14160,183779.31986176773
8809,211976.87984419902
6957,185301.00384350572
4478,132662.66355400122
12670,117851.77743471552
2538,171926.03175874028
16740,131006.34040958929
16723,188376.866496071
12468,155328.73570984765
8962,131356.7394327501
3906,126739.84087175735
13554,119524.98063886726
13459,148022.2982748372
9935,137985.01459342265
12310,397416.7077509895
5358,196269.34743657854
7100,219593.70163968828
5251,135898.1043255981
8081,279707.80289872014
1559,69155.08398050074
12167,173119.7773634688
15195,245893.3887575069
8497,249255.10060574036
11283,109708.89419834502
14269,132307.73003431674
5703,173319.59206790358
1347,280058.2612483963
5618,147080.43745037963
9672,219813.62206865984
2638,142805.2379706491
11717,224284.06398242287
8258,68899.85249916423
8822,221010.79761735804
8216,164718.69884810242
9198,132134.04203613545
5946,131306.96440247956
7428,215760.39708972786
8466,200759.9585348245
8973,116079.938330084
10295,140659.54289008898
9245,203997.23742976342
9126,159245.4645132597
7110,143976.7066000514
16637,204265.10632487581
130,188827.59035756002
15846,176904.07515962553
1402,212594.33226191203
4968,233473.47190653413
15580,108532.41818427453
10869,203644.71711236882
10056,181918.4394318048
266,141598.25004124411
8852,193150.1077753938
5287,407532.671112641
9637,192874.0643144596
2681,105258.95506381078
6580,186203.6158160404
13225,191203.72797636822
5581,118668.73752783319
13567,145128.83090196468
10596,186747.9486565931
11291,154460.69491527847
4030,232603.31327467496
12916,106317.24684975372
13851,271017.1849063706
15509,148079.88095370645
3218,248785.79667690172
2523,101507.45292490987
12751,156997.46608456702
15121,226033.79898257065
11329,249150.7663065645
13404,76197.08237405225
13959,151403.66838086155
2427,174777.4682352278
6258,132142.05745269524
7782,147749.55817365527
3308,119923.97785397977
9073,131364.52921494032
11106,147149.23716898906
16563,136409.69659982482
13847,198122.79587385475
4728,313083.54103667056
13602,76741.96454207032
10299,199991.34005855155
13023,190124.27034689242
14498,239097.17300811008
13601,132285.15820363967
9,128158.26660930114
7902,138178.91321820486
6077,160945.4427904278
5199,143494.21307143464
6247,146582.07113933327
6720,219205.89386656584
5509,134700.41060806092
1,264539.75942395185
6853,176624.20301766638
9251,233479.1632356851
3644,218147.036016543
3258,198417.74039360153
329,202835.7029776548
11081,154464.13762092355
12305,195103.83704072726
16111,153947.042685204
986,253336.9014396493
10040,203294.3162976682
16251,137287.88223161607
3885,233798.84145672913
12608,277274.82674537244
9535,162661.27770411188
11518,189885.5761900551
13069,209083.7986430475
1944,198078.23352539947
1705,200852.0705271576
9961,108279.93727168143
10371,98384.64469437576
13185,128705.71198163675
13139,267728.7336005154
8759,190881.71384399376
1165,105950.78945901795
16490,208771.74829636753
5948,132691.3078014023
7494,203141.43363530308
3237,145103.95744012657
4562,145461.6838198979
12688,217095.05925619893
8426,131489.86905027204
12434,285546.4282677283
4677,185031.3263672955
12303,179630.2834720856
980,183983.89138308633
10842,131706.31630411453
14596,110090.6806552728
7855,146057.0837083842
3389,371768.1655813077
362,142792.20031319346
9365,120978.63974172507
211,131724.32816479218
14196,337244.98909584223
3315,184305.94908328247
16071,214421.678097859
16535,67996.94026182365
11787,138208.73648649885
10286,146872.72373526494
15411,243303.87988174666
2909,69564.86286401017
8236,415635.2841128667
14017,148811.30436024707
14548,215081.5274644711
2779,174565.56741536024
12835,204025.03581616434
6955,132265.25947095934
11504,143207.83580859366
2612,211737.16224605605
8729,133072.81801386233
13807,204616.3927968643
5375,226485.86437227912
14540,219177.1894663246
12128,200066.73409179156
12539,235663.1159623791
4041,211845.1254462781
